date,open,high,low,close,tick vol,vol,spread
2020.10.15,1.17452,1.17576,1.16882,1.17073,46911,0,0

2020.10.16,1.17073,1.17460,1.16939,1.17160,41654,0,0

2020.10.19,1.17195,1.17936,1.17030,1.17695,38192,0,0

2020.10.20,1.17695,1.18407,1.17598,1.18211,38813,0,0

2020.10.21,1.18214,1.18806,1.18208,1.18598,47267,0,0

2020.10.22,1.18582,1.18667,1.18114,1.18177,41611,0,0

2020.10.23,1.18177,1.18646,1.17867,1.18598,41119,0,0

2020.10.26,1.18551,1.18554,1.18031,1.18087,41221,0,0

2020.10.27,1.18087,1.18387,1.17818,1.17870,37585,0,0

2020.10.28,1.17870,1.17879,1.17178,1.17451,48573,0,0

2020.10.29,1.17451,1.17586,1.16499,1.16740,50814,0,0

2020.10.30,1.16741,1.17040,1.16398,1.16462,50353,0,0

2020.11.02,1.16468,1.16556,1.16221,1.16404,42757,0,0

2020.11.03,1.16406,1.17396,1.16323,1.17150,38341,0,0

2020.11.04,1.17150,1.17704,1.16019,1.17244,91397,0,0

2020.11.05,1.17244,1.18598,1.17108,1.18267,85434,0,0

2020.11.06,1.18272,1.18909,1.17954,1.18746,80267,0,0

2020.11.09,1.18873,1.19200,1.17951,1.18127,102576,0,0

2020.11.10,1.18124,1.18432,1.17798,1.18136,88041,0,0

2020.11.11,1.18138,1.18328,1.17455,1.17771,53264,0,0

2020.11.12,1.17771,1.18231,1.17586,1.18048,57097,0,0

2020.11.13,1.18047,1.18372,1.17989,1.18326,45110,0,0

2020.11.16,1.18400,1.18688,1.18141,1.18516,57741,0,0

2020.11.17,1.18509,1.18939,1.18428,1.18605,43717,0,0

2020.11.18,1.18618,1.18910,1.18491,1.18526,49423,0,0

2020.11.19,1.18526,1.18825,1.18163,1.18745,53540,0,1

2020.11.20,1.18745,1.18909,1.18497,1.18587,44971,0,0

2020.11.23,1.18496,1.19061,1.18000,1.18399,49370,0,0

2020.11.24,1.18399,1.18959,1.18358,1.18904,49664,0,0

2020.11.25,1.18905,1.19298,1.18819,1.19157,56219,0,0

2020.11.26,1.19164,1.19409,1.18853,1.19127,34494,0,0

2020.11.27,1.19125,1.19630,1.19067,1.19593,38264,0,0

2020.11.30,1.19600,1.20034,1.19236,1.19256,57731,0,0

2020.12.01,1.19261,1.20766,1.19253,1.20692,58891,0,0

2020.12.02,1.20691,1.21184,1.20400,1.21136,69133,0,0

2020.12.03,1.21137,1.21746,1.21011,1.21469,74096,0,0

2020.12.04,1.21447,1.21773,1.21100,1.21201,76974,0,0

2020.12.07,1.21299,1.21664,1.20787,1.21091,77841,0,0

2020.12.08,1.21091,1.21340,1.20956,1.21022,71978,0,0

2020.12.09,1.21022,1.21474,1.20585,1.20802,72315,0,0

2020.12.10,1.20789,1.21588,1.20738,1.21398,85474,0,0

2020.12.11,1.21361,1.21628,1.21054,1.21125,71031,0,0

2020.12.14,1.21366,1.21766,1.21156,1.21432,65850,0,0

2020.12.15,1.21432,1.21687,1.21214,1.21505,65615,0,0

2020.12.16,1.21489,1.22124,1.21249,1.21984,76468,0,0

2020.12.17,1.21985,1.22729,1.21897,1.22684,65915,0,0

2020.12.18,1.22676,1.22719,1.22256,1.22542,58548,0,0

2020.12.21,1.22166,1.22528,1.21296,1.22424,103141,0,0

2020.12.22,1.22434,1.22573,1.21520,1.21616,79150,0,0

2020.12.23,1.21618,1.22212,1.21540,1.21860,79543,0,0

2020.12.24,1.21857,1.22157,1.21774,1.21808,47758,0,0

2020.12.28,1.21696,1.22506,1.21696,1.22160,65208,0,0

2020.12.29,1.22160,1.22749,1.22070,1.22482,56037,0,0

2020.12.30,1.22471,1.23099,1.22470,1.22961,66896,0,0

2020.12.31,1.22963,1.23093,1.22127,1.22155,58559,0,0

2021.01.04,1.22395,1.23098,1.22280,1.22473,85620,0,0

2021.01.05,1.22466,1.23056,1.22432,1.22965,75380,0,0

2021.01.06,1.22968,1.23494,1.22657,1.23252,118259,0,0

2021.01.07,1.23256,1.23441,1.22452,1.22710,84749,0,0

2021.01.08,1.22713,1.22845,1.21932,1.22218,100138,0,0

2021.01.11,1.22116,1.22285,1.21323,1.21497,79581,0,0

2021.01.12,1.21498,1.22097,1.21372,1.22062,70628,0,0

2021.01.13,1.22064,1.22229,1.21399,1.21568,70247,0,0

2021.01.14,1.21568,1.21784,1.21112,1.21540,82002,0,0

2021.01.15,1.21537,1.21625,1.20750,1.20766,71372,0,0

2021.01.18,1.20813,1.20867,1.20536,1.20757,51965,0,0

2021.01.19,1.20768,1.21449,1.20739,1.21284,59302,0,0

2021.01.20,1.21281,1.21582,1.20767,1.21046,63393,0,0

2021.01.21,1.21043,1.21732,1.21022,1.21640,65018,0,0

2021.01.22,1.21586,1.21894,1.21515,1.21704,57094,0,0

2021.01.25,1.21704,1.21833,1.21160,1.21413,54371,0,0

2021.01.26,1.21371,1.21760,1.21078,1.21592,51913,0,0

2021.01.27,1.21598,1.21696,1.20586,1.21096,74814,0,0

2021.01.28,1.21086,1.21421,1.20805,1.21210,76561,0,0

2021.01.29,1.21209,1.21558,1.20944,1.21353,75639,0,0

2021.02.01,1.21301,1.21364,1.20562,1.20594,63743,0,0

2021.02.02,1.20594,1.20876,1.20117,1.20428,58989,0,0

2021.02.03,1.20423,1.20500,1.20042,1.20351,49377,0,0

2021.02.04,1.20349,1.20428,1.19574,1.19620,51807,0,0

2021.02.05,1.19618,1.20498,1.19522,1.20492,67841,0,0

2021.02.08,1.20426,1.20661,1.20197,1.20493,59895,0,0

2021.02.09,1.20493,1.21221,1.20472,1.21174,64758,0,0

2021.02.10,1.21173,1.21440,1.21088,1.21172,48674,0,0

2021.02.11,1.21172,1.21493,1.21135,1.21303,46803,0,0

2021.02.12,1.21303,1.21349,1.20815,1.21189,55276,0,1

2021.02.15,1.21240,1.21452,1.21167,1.21274,39844,0,0

2021.02.16,1.21271,1.21694,1.20949,1.21053,63015,0,1

2021.02.17,1.21047,1.21089,1.20234,1.20374,69997,0,1

2021.02.18,1.20351,1.20944,1.20350,1.20908,60510,0,1

2021.02.19,1.20908,1.21443,1.20823,1.21174,59796,0,1

2021.02.22,1.21131,1.21694,1.20912,1.21554,66651,0,1

2021.02.23,1.21564,1.21802,1.21353,1.21493,64676,0,1

2021.02.24,1.21493,1.21745,1.21092,1.21665,83207,0,1

2021.02.25,1.21637,1.22432,1.21560,1.21743,106775,0,1

2021.02.26,1.21730,1.21828,1.20622,1.20727,129271,0,1

2021.03.01,1.20688,1.21012,1.20278,1.20488,83306,0,1

2021.03.02,1.20488,1.20944,1.19915,1.20893,80054,0,1

2021.03.03,1.20898,1.21132,1.20429,1.20627,71671,0,0

2021.03.04,1.20627,1.20662,1.19616,1.19694,93524,0,1

2021.03.05,1.19680,1.19767,1.18928,1.19120,96968,0,1

2021.03.08,1.19166,1.19321,1.18442,1.18460,100880,0,1

2021.03.09,1.18456,1.19157,1.18356,1.19001,94052,0,1

2021.03.10,1.19002,1.19298,1.18687,1.19284,87767,0,1

2021.03.11,1.19283,1.19900,1.19158,1.19851,86008,0,1

2021.03.12,1.19850,1.19886,1.19098,1.19519,83666,0,1

2021.03.15,1.19473,1.19674,1.19111,1.19271,67450,0,1

2021.03.16,1.19271,1.19517,1.18823,1.19009,67321,0,1

2021.03.17,1.19009,1.19853,1.18863,1.19802,71533,0,1

2021.03.18,1.19802,1.19890,1.19062,1.19135,85787,0,1

2021.03.19,1.19134,1.19372,1.18738,1.19044,73391,0,1

2021.03.22,1.18828,1.19467,1.18744,1.19332,61205,0,1

2021.03.23,1.19337,1.19407,1.18423,1.18480,64329,0,1

2021.03.24,1.18477,1.18516,1.18097,1.18123,64871,0,1

2021.03.25,1.18122,1.18277,1.17619,1.17677,72966,0,1

2021.03.26,1.17683,1.18049,1.17677,1.17933,53288,0,1

2021.03.29,1.17886,1.17937,1.17608,1.17642,59703,0,1

2021.03.30,1.17640,1.17736,1.17114,1.17169,56334,0,1

2021.03.31,1.17170,1.17598,1.17041,1.17298,60218,0,1

2021.04.01,1.17298,1.17799,1.17124,1.17759,54081,0,1

2021.04.02,1.17760,1.17864,1.17488,1.17608,25975,0,0

2021.04.05,1.17543,1.18196,1.17382,1.18125,35619,0,1

2021.04.06,1.18125,1.18776,1.17951,1.18740,54221,0,1

2021.04.07,1.18730,1.19147,1.18609,1.18668,64421,0,1

2021.04.08,1.18666,1.19273,1.18605,1.19124,52471,0,0

2021.04.09,1.19121,1.19202,1.18672,1.19010,53194,0,1

2021.04.12,1.18881,1.19190,1.18712,1.19099,53836,0,1

2021.04.13,1.19093,1.19560,1.18775,1.19474,64190,0,1

2021.04.14,1.19478,1.19874,1.19459,1.19784,46298,0,1

2021.04.15,1.19781,1.19933,1.19561,1.19655,44581,0,1

2021.04.16,1.19654,1.19949,1.19504,1.19809,39119,0,1

2021.04.19,1.19716,1.20481,1.19426,1.20367,47784,0,1

2021.04.20,1.20364,1.20798,1.20224,1.20343,47965,0,1

2021.04.21,1.20343,1.20436,1.19984,1.20343,40554,0,0

2021.04.22,1.20345,1.20690,1.19937,1.20140,50069,0,0

2021.04.23,1.20139,1.21000,1.20129,1.20973,41892,0,0

2021.04.26,1.20922,1.21170,1.20613,1.20841,42446,0,0

2021.04.27,1.20854,1.20928,1.20568,1.20892,38426,0,0

2021.04.28,1.20896,1.21348,1.20563,1.21250,50256,0,0

2021.04.29,1.21249,1.21502,1.21021,1.21187,46298,0,0

2021.04.30,1.21190,1.21266,1.20166,1.20208,46828,0,0

2021.05.03,1.20301,1.20759,1.20129,1.20629,37322,0,0

2021.05.04,1.20630,1.20641,1.19992,1.20121,50615,0,0

2021.05.05,1.20118,1.20268,1.19860,1.20036,40778,0,0

2021.05.06,1.20036,1.20716,1.19931,1.20646,44831,0,0

2021.05.07,1.20647,1.21713,1.20530,1.21618,58468,0,0

2021.05.10,1.21600,1.21783,1.21278,1.21282,51513,0,0

2021.05.11,1.21280,1.21817,1.21230,1.21470,57217,0,0

2021.05.12,1.21472,1.21521,1.20656,1.20705,69534,0,0

2021.05.13,1.20724,1.21061,1.20515,1.20791,65958,0,0

2021.05.14,1.20787,1.21476,1.20708,1.21441,49976,0,0

2021.05.17,1.21323,1.21687,1.21260,1.21511,46428,0,0

2021.05.18,1.21513,1.22339,1.21480,1.22219,49583,0,0

2021.05.19,1.22219,1.22452,1.21599,1.21744,75108,0,0

2021.05.20,1.21744,1.22290,1.21690,1.22269,55450,0,0

2021.05.21,1.22270,1.22398,1.21610,1.21806,58463,0,0

2021.05.24,1.21776,1.22300,1.21722,1.22150,57085,0,0

2021.05.25,1.22146,1.22664,1.22117,1.22497,61602,0,0

2021.05.26,1.22491,1.22630,1.21820,1.21922,58587,0,0

2021.05.27,1.21906,1.22151,1.21751,1.21934,59404,0,0

2021.05.28,1.21932,1.22050,1.21327,1.21896,60110,0,0

2021.05.31,1.21993,1.22314,1.21833,1.22250,36694,0,0

2021.06.01,1.22254,1.22543,1.22118,1.22126,52448,0,0

2021.06.02,1.22125,1.22265,1.21643,1.22100,53793,0,0

2021.06.03,1.22097,1.22143,1.21183,1.21265,59299,0,0

2021.06.04,1.21261,1.21856,1.21041,1.21662,56073,0,0

2021.06.07,1.21595,1.22018,1.21448,1.21893,40542,0,0

2021.06.08,1.21891,1.21942,1.21643,1.21726,48682,0,0

2021.06.09,1.21722,1.22179,1.21709,1.21787,42992,0,0

2021.06.10,1.21787,1.21950,1.21432,1.21751,66547,0,0

2021.06.11,1.21751,1.21931,1.20927,1.21063,54807,0,0

2021.06.14,1.21025,1.21303,1.20942,1.21200,46944,0,0

2021.06.15,1.21190,1.21473,1.21014,1.21264,50679,0,0

2021.06.16,1.21256,1.21348,1.19940,1.19943,66416,0,0

2021.06.17,1.19939,1.20064,1.18918,1.19069,90570,0,0

2021.06.18,1.19056,1.19251,1.18537,1.18597,81407,0,0

2021.06.21,1.18550,1.19212,1.18477,1.19185,87967,0,0

2021.06.22,1.19166,1.19525,1.18809,1.19413,68415,0,0

2021.06.23,1.19376,1.19703,1.19116,1.19258,66823,0,0

2021.06.24,1.19254,1.19563,1.19175,1.19315,65027,0,0

2021.06.25,1.19315,1.19752,1.19265,1.19370,59055,0,0

2021.06.28,1.19316,1.19445,1.19025,1.19242,60674,0,0

2021.06.29,1.19230,1.19298,1.18777,1.18960,61593,0,0

2021.06.30,1.18954,1.19090,1.18452,1.18560,70561,0,0

2021.07.01,1.18559,1.18842,1.18374,1.18497,70316,0,0

2021.07.02,1.18491,1.18743,1.18071,1.18646,71827,0,0

2021.07.05,1.18576,1.18805,1.18515,1.18634,47260,0,0

2021.07.06,1.18619,1.18950,1.18067,1.18231,79642,0,0

2021.07.07,1.18235,1.18362,1.17817,1.17903,75932,0,0

2021.07.08,1.17899,1.18679,1.17836,1.18449,90999,0,0

2021.07.09,1.18440,1.18811,1.18251,1.18774,73949,0,0

2021.07.12,1.18715,1.18802,1.18361,1.18606,56598,0,0

2021.07.13,1.18593,1.18752,1.17724,1.17765,69168,0,0

2021.07.14,1.17761,1.18388,1.17719,1.18358,70801,0,0

